City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,alaghsas,17.0187,8.0168,40.63,12,3,7.59,NE,1713783923
275,vilyuysk,63.7553,121.6247,-0.3,97,100,2.12,RU,1713783924
276,sumbawa besar,-8.5,117.4333,25.15,97,100,1.13,ID,1713783925
277,mermoz boabab,14.7065,-17.4758,20.91,82,100,5.09,SN,1713783926
278,hadibu,12.65,54.0333,30.71,63,98,3.6,YE,1713783927
279,zabaykal'sk,49.6333,117.3167,3.34,97,98,6.11,RU,1713783928
280,sebastian,35.1668,-94.2669,3.78,75,0,0.92,US,1713783810
281,ola,59.5833,151.2833,-4.18,92,34,0.66,RU,1713783930
282,kayes,14.0,-11.0,34.58,17,66,5.73,ML,1713783931
283,plymouth,41.8334,-70.8328,2.11,68,28,2.7,US,1713783932
284,isangel,-19.55,169.2667,26.2,89,100,3.32,VU,1713783933
285,lompoc,34.6391,-120.4579,11.49,94,20,1.36,US,1713783934
286,areado,-21.3586,-46.1456,16.44,76,0,0.78,BR,1713783935
287,acarau,-2.8856,-40.12,25.05,91,100,3.68,BR,1713783909
288,hami,42.8,93.45,24.46,10,2,1.29,CN,1713783937
289,brookings,44.3114,-96.7984,7.17,54,88,6.99,US,1713783938
290,georgetown,5.4112,100.3354,29.85,76,100,2.92,MY,1713783940
291,ust-nera,64.5667,143.2,-6.64,98,74,1.76,RU,1713783941
292,vila franca do campo,37.7167,-25.4333,17.16,84,100,2.31,PT,1713783942
293,wellington,-41.2866,174.7756,11.64,74,95,6.46,NZ,1713783192
294,urengoy,65.9667,78.3667,-11.1,83,100,6.53,RU,1713783943
295,crane,31.3974,-102.3501,10.51,66,100,3.59,US,1713783944
296,anloga,5.7947,0.8973,29.29,70,99,3.0,GH,1713783946
297,cukurca,37.2481,43.6136,20.66,35,13,2.98,TR,1713783947
298,valparaiso,-33.0393,-71.6273,14.96,82,84,3.13,CL,1713783948
299,cotonou,6.3654,2.4183,30.75,65,99,3.99,BJ,1713783949
300,mana,5.6592,-53.7767,26.03,89,65,3.87,GF,1713783950
301,mandalgovi,45.7625,106.2708,5.47,28,8,5.2,MN,1713783952
302,fairbanks,64.8378,-147.7164,0.01,98,71,0.63,US,1713783902
303,ponta delgada,37.7333,-25.6667,17.06,84,100,3.69,PT,1713783954
304,trancas,-26.2314,-65.2803,19.03,92,32,0.19,AR,1713783955
305,port douglas,-16.4833,145.4667,23.9,70,65,4.29,AU,1713783956
306,cannonvale,-20.2833,148.7,23.68,82,95,9.8,AU,1713783957
307,kayangel,8.0823,134.7173,29.06,78,99,8.13,PW,1713783958
308,ouadda,8.0777,22.4007,38.34,25,86,2.85,CF,1713783959
309,scarborough,54.2797,-0.4044,4.25,94,100,1.56,GB,1713783960
310,taybad,34.74,60.7756,30.2,15,13,3.54,IR,1713783961
311,suva,-18.1416,178.4415,25.8,90,93,2.91,FJ,1713783962
312,foumban,5.7291,10.9001,26.15,64,99,2.13,CM,1713783963
313,grand-bassam,5.2118,-3.7388,31.66,64,100,2.11,CI,1713783964
314,mboursou lere,9.7639,14.1539,36.72,31,97,4.05,TD,1713783965
315,bardai,11.65,7.2333,37.26,21,82,2.59,NG,1713783966
316,basoko,1.2391,23.616,35.64,36,36,0.73,CD,1713783967
317,nizhniy lomov,53.5304,43.6766,19.44,40,88,5.96,RU,1713783969
318,kuala belait,4.5833,114.1833,27.59,81,86,1.94,BN,1713783970
319,lalsot,26.5667,76.3333,37.16,11,12,4.19,IN,1713783971
320,labrador city,52.9463,-66.9114,-11.88,89,100,5.82,CA,1713783973
321,lata,40.1629,-8.3327,20.42,32,25,4.32,PT,1713783974
322,altay,47.8667,88.1167,16.71,33,5,2.59,CN,1713783976
323,colonia,50.9333,6.95,9.38,44,100,3.32,DE,1713783977
324,nema,57.5067,50.5011,21.07,46,100,5.87,RU,1713783978
325,vila velha,-20.3297,-40.2925,24.31,64,1,1.15,BR,1713783979
326,carnarvon,-24.8667,113.6333,24.15,70,85,11.14,AU,1713783980
327,taksimo,56.3444,114.8794,4.29,63,94,1.87,RU,1713783982
328,eureka,40.8021,-124.1637,10.24,79,83,1.59,US,1713783983
329,baicheng,45.6167,122.8167,14.87,47,100,3.12,CN,1713783984
330,saudarkrokur,65.7461,-19.6394,7.25,49,59,5.33,IS,1713783985
331,manokwari,-0.8667,134.0833,27.98,77,27,2.42,ID,1713783986
332,cestos city,5.46,-9.5828,30.64,67,100,3.55,LR,1713783987
333,veinticinco de mayo,-35.4323,-60.1727,12.96,95,100,6.4,AR,1713783988
334,korla,41.7597,86.1469,26.33,14,32,3.59,CN,1713783990
335,lorengau,-2.0226,147.2712,28.16,74,98,2.41,PG,1713783991
336,karratha,-20.7377,116.8463,26.55,53,0,3.99,AU,1713783992
337,hasaki,35.7333,140.8333,16.72,71,96,5.92,JP,1713783993
338,ambon,-3.6954,128.1814,27.9,82,98,2.72,ID,1713783994
339,springbok,-29.6643,17.8865,23.12,36,91,5.46,ZA,1713783995
340,maceio,-9.6658,-35.7353,26.71,84,97,1.49,BR,1713783996
341,paungde,18.4833,95.5,42.13,17,10,1.03,MM,1713783997
342,kingston,17.997,-76.7936,22.69,86,1,1.3,JM,1713783998
343,binhe,32.6883,112.8275,23.11,60,100,2.21,CN,1713783999
344,codrington,-38.2667,141.9667,10.17,81,29,3.05,AU,1713784000
345,gwadar,25.1216,62.3254,28.77,62,0,6.7,PK,1713784001
346,rabaul,-4.1967,152.1721,28.37,76,87,1.23,PG,1713784002
347,florida,28.7505,-82.5001,13.9,96,18,3.35,US,1713784003
348,tazacorte,28.629,-17.9293,20.61,60,100,1.32,ES,1713784004
349,abong mbang,3.9833,13.1833,24.3,91,100,1.43,CM,1713784005
350,oneida,43.2001,-75.4663,-0.24,75,64,0.38,US,1713784006
351,kulykivka,51.3735,31.6466,8.95,70,89,8.35,UA,1713784007
352,tremonton,41.7119,-112.1655,9.03,67,100,1.6,US,1713784008
353,esquel,-42.9,-71.3167,4.93,75,100,1.2,AR,1713784009
354,kerikeri,-35.2268,173.9474,12.66,94,1,2.05,NZ,1713784010
355,bel ombre,-4.6167,55.4167,29.0,75,100,3.71,SC,1713784011
356,joal-fadiout,14.1667,-16.8333,24.2,62,79,4.86,SN,1713784012
357,bethanie,-26.4833,17.15,32.37,17,54,6.54,NA,1713784013
358,tateyama,34.9833,139.8667,15.5,82,100,5.66,JP,1713784014
359,paranaiba,-19.6772,-51.1908,22.6,64,7,1.26,BR,1713784015
360,mount pearl,47.5166,-52.7813,5.01,83,100,2.13,CA,1713783883
361,san jose,37.3394,-121.895,16.2,71,1,0.39,US,1713783763
362,monrovia,6.3005,-10.7969,29.35,73,100,3.48,LR,1713784018
363,kavaratti,10.5669,72.642,30.51,72,20,2.59,IN,1713784019
364,pangody,65.85,74.4859,-10.46,89,100,8.07,RU,1713784020
365,viedma,-40.8135,-62.9967,11.12,84,90,3.28,AR,1713783803
366,macau,22.2006,113.5461,25.41,90,100,4.07,MO,1713784022
367,newman,37.3138,-121.0208,16.01,75,1,1.62,US,1713784023
368,fada,9.5667,8.3,34.61,35,97,2.66,NG,1713784024
369,mount gambier,-37.8333,140.7667,10.73,57,54,1.89,AU,1713784025
370,nuevitas,21.5453,-77.2644,22.96,90,0,1.5,CU,1713784026
371,ardakan,32.31,54.0175,25.8,27,100,3.38,IR,1713784027
372,high rock,26.6208,-78.2833,24.61,75,38,6.95,BS,1713784028
373,hemsby,52.6971,1.6918,7.74,56,82,4.39,GB,1713784029
374,guelmim,28.987,-10.0574,24.44,31,75,2.34,MA,1713784030
375,shiprock,36.7855,-108.687,14.88,23,0,2.81,US,1713784031
376,kill devil hills,36.0307,-75.676,10.7,58,100,10.22,US,1713784032
377,caldas novas,-17.7417,-48.625,20.5,70,0,1.15,BR,1713784033
378,mcpherson,38.3708,-97.6642,5.74,70,2,5.98,US,1713783940
379,sao joao da barra,-21.6403,-41.0511,21.9,76,0,3.21,BR,1713784035
380,masuguru,-11.3667,38.4167,29.77,60,26,1.87,TZ,1713784036
381,margate,51.3813,1.3862,8.04,67,16,6.39,GB,1713784037
382,nguigmi,14.2495,13.1092,37.56,11,22,5.27,NE,1713784038
383,ust'-ordynskiy,52.805,104.7508,6.24,61,100,2.02,RU,1713784039
384,champerico,14.3,-91.9167,27.82,79,15,1.4,GT,1713784040
385,tokmok,42.8417,75.3016,23.35,43,0,4.33,KG,1713784041
386,namdrik,5.5994,168.1028,28.38,84,100,6.84,MH,1713784042
387,singapore,1.2897,103.8501,30.04,73,16,3.88,SG,1713783760
388,bukama,-9.2,25.85,32.03,51,6,1.8,CD,1713784044
389,jeddah,21.5169,39.2192,30.12,47,0,5.97,SA,1713784045
390,poronaysk,49.2167,143.1167,1.89,88,100,3.56,RU,1713784046
391,iguape,-24.7081,-47.5553,19.5,88,8,1.38,BR,1713784047
392,idfu,24.9803,32.8747,37.72,7,27,4.84,EG,1713784049
393,onguday,50.75,86.15,13.74,65,100,4.02,RU,1713784050
394,rongelap,11.1635,166.8941,27.72,77,100,6.86,MH,1713784051
395,mizdah,31.4451,12.9801,24.24,35,100,7.01,LY,1713784052
396,chegdomyn,51.1167,133.0167,8.82,63,100,1.76,RU,1713784053
397,egilsstadir,65.2653,-14.3948,9.44,31,54,2.28,IS,1713784054
398,novofedorivka,46.1713,32.3178,12.56,62,100,5.97,UA,1713784055
399,brisas barra de suchiate,14.55,-92.2167,27.26,79,2,1.03,MX,1713784056
400,norilsk,69.3535,88.2027,-11.68,87,98,1.56,RU,1713784057
401,bamboo flat,11.7,92.7167,30.36,65,24,1.34,IN,1713784058
402,bengkulu,-3.8004,102.2655,27.89,83,95,1.72,ID,1713784059
403,tanout,14.9709,8.8879,38.35,19,98,5.43,NE,1713784060
404,santa elena de uairen,4.6167,-61.1333,21.06,75,61,0.74,VE,1713784061
405,bam,29.106,58.357,29.79,16,65,3.92,IR,1713784062
406,walvis bay,-22.9575,14.5053,26.27,42,2,8.0,NA,1713784063
407,wenling,28.3669,121.36,14.98,95,95,2.71,CN,1713784064
408,qandala,11.472,49.8728,31.2,61,92,3.37,SO,1713784065
409,minas de marcona,-15.2119,-75.1103,15.81,89,42,1.71,PE,1713784066
410,beni mellal,32.3373,-6.3498,23.69,33,0,2.92,MA,1713784067
411,lishui,28.4604,119.9103,19.56,96,96,1.7,CN,1713784068
412,mmabatho,-25.85,25.6333,30.21,18,9,6.24,ZA,1713784069
413,lepsy,46.235,78.9456,25.98,16,0,6.08,KZ,1713784070
414,hammerfest,70.6634,23.6821,-3.92,71,22,7.01,NO,1713784071
415,najran,17.4924,44.1277,28.43,32,56,2.63,SA,1713784072
416,taroa,8.7058,171.2275,27.86,85,92,7.53,MH,1713784073
417,queenstown,-31.8976,26.8753,27.33,29,99,8.2,ZA,1713783633
418,huarmey,-10.0681,-78.1522,20.31,90,18,3.29,PE,1713784075
419,jiazi,22.8779,116.067,23.98,94,93,7.24,CN,1713784076
420,chilca,-12.5211,-76.7372,20.45,91,87,2.07,PE,1713784077
421,laojunmiao,39.8333,97.7333,12.96,15,3,5.09,CN,1713784078
422,corfu,39.62,19.9197,16.62,53,100,0.93,GR,1713784079
423,copala,16.65,-98.9833,24.5,59,53,0.52,MX,1713784080
424,dombarovskiy,50.7587,59.5386,25.58,29,0,8.42,RU,1713784081
425,cascais,38.6979,-9.4215,19.58,58,37,3.06,PT,1713784082
426,ginir,7.1333,40.7,23.36,53,97,2.84,ET,1713784083
427,richards bay,-28.783,32.0377,33.83,34,78,1.47,ZA,1713784084
428,nsanje,-16.92,35.262,33.37,30,0,1.1,MW,1713784085
429,luanda,-8.8368,13.2343,30.08,70,97,1.33,AO,1713783602
430,i-n-salah,27.1935,2.4607,31.84,8,37,5.39,DZ,1713784087
431,al jawf,29.5,38.75,27.87,13,0,2.01,SA,1713784088
432,petukhovo,55.0692,67.9019,18.05,27,29,2.59,RU,1713784089
433,coutances,49.05,-1.4333,10.21,54,33,5.13,FR,1713784090
434,gornopravdinsk,60.05,69.9,-2.24,70,100,5.5,RU,1713784091
435,dubovskoye,47.4092,42.7575,20.0,33,1,4.23,RU,1713784092
436,popondetta,-8.7537,148.2534,24.73,96,67,1.03,PG,1713784093
437,bondo,3.8146,23.6866,38.94,27,82,1.16,CD,1713784094
438,flying fish cove,-10.4217,105.6791,28.18,83,29,8.04,CX,1713784095
439,seaford,50.7714,0.1027,9.09,53,30,3.81,GB,1713784066
440,alburquerque,39.2208,-7.0023,18.36,37,22,5.32,ES,1713784097
441,tulun,54.5611,100.5792,4.32,87,100,2.12,RU,1713784098
442,kamina,-8.7386,24.9906,27.1,59,7,3.17,CD,1713784099
443,cooper's town,26.8667,-77.5167,24.86,77,65,7.55,BS,1713784100
444,shahrud,36.4182,54.9763,22.48,25,100,6.18,IR,1713784101
445,cardigan,52.0847,-4.6591,10.91,83,99,5.44,GB,1713784102
446,semporna,4.4818,118.6112,28.07,77,13,1.9,MY,1713784103
447,caconda,-13.7333,15.0667,27.02,29,10,3.15,AO,1713784104
448,turki,51.987,43.2731,18.02,43,86,5.31,RU,1713784105
449,san antonio de pale,-1.4014,5.6325,29.2,74,98,2.14,GQ,1713784106
450,keflavik,64.0049,-22.5624,5.8,69,27,0.46,IS,1713784107
451,laminusa,5.5549,120.9136,29.38,78,11,3.12,PH,1713784109
452,birjand,32.8663,59.2211,24.88,20,63,4.04,IR,1713784111
453,laibin,23.7,109.2667,25.46,78,100,1.94,CN,1713784112
454,lobujya,27.95,86.8167,-5.27,77,100,3.9,NP,1713784113
455,keningau,5.3378,116.1602,23.85,97,98,0.76,MY,1713784114
456,sillamae,59.3997,27.7547,2.43,97,100,7.84,EE,1713784115
457,gizo,-8.103,156.8419,29.18,74,92,0.95,SB,1713784116
458,quezon,7.7303,125.0989,26.8,71,72,3.15,PH,1713784117
459,casper,42.8666,-106.3131,4.78,87,95,4.88,US,1713783959
460,priyutnoye,46.1011,43.5072,21.56,32,9,4.62,RU,1713784120
461,porto novo,6.4965,2.6036,33.75,50,97,3.83,BJ,1713784121
462,katsuura,35.1333,140.3,15.95,80,100,6.44,JP,1713784122
463,punta del este,-34.9667,-54.95,16.37,88,100,11.71,UY,1713784123
464,wangkui,46.8333,126.5,19.22,40,93,7.13,CN,1713784124
465,glace bay,46.1969,-59.957,4.42,83,100,5.37,CA,1713784126
466,joao pinheiro,-17.7425,-46.1725,21.11,75,52,2.37,BR,1713784127
467,doka,13.5167,35.7667,39.91,6,99,3.8,SD,1713784128
468,aasiaat,68.7098,-52.8699,0.45,89,100,3.89,GL,1713784129
469,smithers,54.7804,-127.1743,1.52,87,81,1.48,CA,1713784131
470,naze,28.3667,129.4833,20.44,91,100,0.83,JP,1713784132
471,ivdel',60.6911,60.4206,3.62,70,83,3.95,RU,1713784133
472,nuuk,64.1835,-51.7216,0.68,82,100,3.51,GL,1713784134
473,bataipora,-22.2953,-53.2711,22.28,75,0,2.48,BR,1713784135
474,kyren,51.6828,102.1408,7.48,68,94,1.21,RU,1713784136
475,buala,-8.145,159.5921,27.55,82,100,0.78,SB,1713784137
476,selty,57.3132,52.1345,20.63,47,88,5.51,RU,1713784138
477,makar'yev,57.8797,43.8069,18.56,69,98,6.03,RU,1713784139
478,dryden,49.7833,-92.7503,1.25,69,84,2.24,CA,1713784140
479,susuman,62.7833,148.1667,-10.63,96,36,0.89,RU,1713784141
480,harnosand,62.6323,17.9379,-0.72,67,75,5.38,SE,1713784142
481,dompierre-sur-mer,46.1882,-1.0635,10.52,55,5,5.02,FR,1713784143
482,campo gallo,-26.5833,-62.85,23.59,88,82,1.97,AR,1713784144
483,mochudi,-24.4167,26.15,32.14,19,1,2.41,BW,1713784145
484,lhasa,29.65,91.1,17.61,8,100,9.48,CN,1713784146
485,qaisumah,28.3112,46.1273,31.24,23,0,11.45,SA,1713784147
486,port augusta,-32.5,137.7667,19.03,37,2,1.61,AU,1713784148
487,murzuq,25.9155,13.9184,39.84,4,100,10.62,LY,1713784149
488,tam ky,15.5667,108.4833,28.96,68,52,3.61,VN,1713784150
489,al qubbah,32.7616,22.2424,29.69,16,100,14.82,LY,1713784151
490,altos,-5.0381,-42.46,26.73,73,54,1.81,BR,1713784152
491,torghay,49.6339,63.4981,27.55,25,0,8.04,KZ,1713784154
492,luganville,-15.5333,167.1667,26.8,89,70,0.67,VU,1713784156
493,shengli,37.4564,118.4856,21.28,48,100,4.96,CN,1713784157
494,tsiombe,-25.3,45.4833,29.87,36,0,3.55,MG,1713784158
495,zell am see,47.3256,12.7944,-0.3,77,100,2.96,AT,1713784159
496,dawesville,30.9224,-84.0091,9.57,72,1,3.45,US,1713784160
497,north ward,-19.2454,146.8075,22.57,82,0,4.16,AU,1713784161
498,la'ie,21.6477,-157.9253,22.31,70,43,8.19,US,1713784162
499,vila do maio,15.1333,-23.2167,22.64,68,91,5.78,CV,1713784163
500,jaisalmer,26.9147,70.9181,36.24,11,1,2.72,IN,1713784164
501,rawson,-43.3002,-65.1023,8.76,70,74,5.28,AR,1713784165
502,berdigestyakh,62.0989,126.6992,1.4,100,100,3.53,RU,1713784166
503,wagar,16.1525,36.2032,39.19,9,3,3.75,SD,1713784167
504,kapuskasing,49.4169,-82.4331,-7.57,72,100,2.07,CA,1713784168
505,hovd,48.0056,91.6419,19.26,10,61,2.14,MN,1713784169
506,kuraymah,18.55,31.85,39.47,6,0,6.56,SD,1713784170
507,bemidji,47.4736,-94.8803,5.62,59,100,4.22,US,1713784171
508,tegueste,28.5167,-16.3167,17.56,77,98,4.85,ES,1713784172
509,pisco,-13.7,-76.2167,19.81,91,49,2.0,PE,1713784173
510,kavadarci,41.4331,22.0119,15.49,50,99,2.0,MK,1713783951
511,labuan,5.2767,115.2417,28.8,77,94,1.93,MY,1713784175
512,hohhot,40.8106,111.6522,10.03,41,100,10.89,CN,1713784176
513,chibougamau,49.9168,-74.3659,-15.72,76,63,4.44,CA,1713784177
514,tabou,4.423,-7.3528,30.74,67,96,1.7,CI,1713784178
515,vyazemskiy,47.5378,134.7525,10.87,59,89,3.39,RU,1713784179
516,hiawatha,42.0358,-91.6821,3.88,69,6,3.52,US,1713784180
517,yuanping,38.7153,112.7575,20.97,14,99,5.09,CN,1713784181
518,neftekamsk,56.092,54.2703,23.86,51,86,3.06,RU,1713784182
519,illizi,26.4833,8.4667,37.13,6,62,8.51,DZ,1713784183
520,polyarnyy,69.1989,33.4478,-6.8,66,5,10.16,RU,1713784184
521,fauske,67.2588,15.3918,-0.56,62,21,3.5,NO,1713784185
522,funadhoo,6.15,73.2667,30.2,74,99,4.6,MV,1713784186
523,ulladulla,-35.35,150.4667,14.92,89,1,2.59,AU,1713784065
524,rupert,42.6191,-113.6772,6.63,40,100,6.63,US,1713784188
525,pampas,-12.4,-74.9,7.21,82,87,0.65,PE,1713784190
526,hoopstad,-27.8327,25.9083,29.56,16,70,7.97,ZA,1713784191
527,masterton,-40.9597,175.6575,7.07,94,85,1.7,NZ,1713784181
528,vorkuta,67.5,64.0,-9.81,88,100,5.85,RU,1713784194
529,ar ruways,24.1103,52.7306,34.53,30,2,1.84,AE,1713784195
530,prestea,5.4327,-2.1428,31.27,63,100,2.31,GH,1713784197
531,sason,38.3364,41.413,22.75,29,1,3.64,TR,1713784198
532,chinacota,7.6073,-72.6011,17.86,94,100,1.02,CO,1713784199
533,zavitinsk,50.1167,129.45,12.97,41,100,9.28,RU,1713784200
534,zheleznogorsk-ilimskiy,56.5768,104.1217,1.99,85,100,2.82,RU,1713784201
535,palikir - national government center,6.9248,158.1611,27.95,81,56,9.19,FM,1713784203
536,baker city,44.7749,-117.8344,0.53,58,6,0.98,US,1713783970
537,mramani,-12.3464,44.5286,28.45,77,100,4.27,KM,1713784205
538,east ballina,-28.8667,153.5833,21.01,70,76,6.56,AU,1713784207
539,sechura,-5.5569,-80.8222,22.57,78,100,4.41,PE,1713784208
540,aswan,24.0934,32.907,37.24,7,4,4.73,EG,1713784209
541,piti village,13.4626,144.6933,27.27,78,21,6.2,GU,1713784210
542,paraiso,9.8383,-83.8656,17.23,97,83,1.36,CR,1713784211
543,jinchang,38.4953,102.1739,13.03,17,1,7.38,CN,1713784212
544,whakatane,-37.9585,176.9854,14.26,81,96,2.48,NZ,1713784125
545,klaksvik,62.2266,-6.589,6.68,80,25,2.57,FO,1713784214
546,nekrasovskoye,57.6766,40.3657,17.12,81,100,6.57,RU,1713784215
547,belen,36.4891,36.2233,18.28,43,18,3.27,TR,1713784216
548,fort leonard wood,37.7057,-92.1572,2.34,64,0,1.64,US,1713784217
549,chadan,51.2833,91.5833,9.32,73,100,1.62,RU,1713784218
550,pacasmayo,-7.4006,-79.5714,20.27,86,40,3.56,PE,1713784219
551,abatskoye,56.2875,70.4555,15.12,39,22,6.85,RU,1713784220
552,labuan bajo,-8.4964,119.8877,26.44,88,100,1.59,ID,1713784221
553,del rio,29.3627,-100.8968,15.63,61,100,5.38,US,1713784223
